"AGE","GEO","TIME","SEX","UNIT","Value"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1967","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1967","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1968","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1968","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1968","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1969","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1969","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1969","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1970","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1970","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1970","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1971","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1971","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1971","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1972","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1972","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1972","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1973","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1973","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1973","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1974","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1974","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1974","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1975","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1975","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1975","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1976","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1976","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1976","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1977","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1977","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1977","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1978","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1978","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1978","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1979","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1979","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1979","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1980","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1980","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1980","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1981","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1981","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1981","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1982","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1982","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1982","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1983","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1983","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1983","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1984","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1984","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1984","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1985","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1985","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1985","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1986","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1986","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1986","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1987","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1987","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1987","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1988","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1988","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1988","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1989","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1989","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1989","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1990","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1990","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1990","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1991","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1991","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1991","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1992","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1992","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1992","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1993","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1993","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1993","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1994","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1994","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1994","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1995","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1995","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1995","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1996","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1996","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1996","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1997","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1997","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1997","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1998","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1998","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1998","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1999","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1999","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","1999","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2000","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2000","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2000","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2001","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2001","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2001","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2002","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2002","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2002","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2003","Total","Number","1.985.000"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2003","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2003","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2004","Total","Number","2.016.000"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2004","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2004","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2005","Total","Number","2.041.000"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2005","Males","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2005","Females","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2006","Total","Number","2.100.000"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2006","Males","Number","1.060.500"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2006","Females","Number","1.039.500"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2007","Total","Number","2.126.708"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2007","Males","Number","1.074.014"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2007","Females","Number","1.052.694"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2008","Total","Number","2.153.139"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2008","Males","Number","1.087.541"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2008","Females","Number","1.065.598"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2009","Total","Number","2.180.686"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2009","Males","Number","1.101.435"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2009","Females","Number","1.079.251"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2010","Total","Number","2.208.107"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2010","Males","Number","1.115.252"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2010","Females","Number","1.092.855"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2011","Total","Number","1.794.180"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2011","Males","Number","904.267"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2011","Females","Number","889.913"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2012","Total","Number",":"
"Total","Kosovo (under United Nations Security Council Resolution 1244/99)","2012","Males","Number",":"
