"UNIT","GEO","TIME","NA_ITEM","Value"
"Current prices, million euro","Cyprus","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Cyprus","1995","Gross domestic product at market prices","7.596,0"
"Current prices, million euro","Cyprus","1996","Gross domestic product at market prices","7.890,1"
"Current prices, million euro","Cyprus","1997","Gross domestic product at market prices","8.414,3"
"Current prices, million euro","Cyprus","1998","Gross domestic product at market prices","9.152,6"
"Current prices, million euro","Cyprus","1999","Gross domestic product at market prices","9.839,7"
"Current prices, million euro","Cyprus","2000","Gross domestic product at market prices","10.804,6"
"Current prices, million euro","Cyprus","2001","Gross domestic product at market prices","11.602,9"
"Current prices, million euro","Cyprus","2002","Gross domestic product at market prices","12.082,9"
"Current prices, million euro","Cyprus","2003","Gross domestic product at market prices","12.871,3"
"Current prices, million euro","Cyprus","2004","Gross domestic product at market prices","13.938,0"
"Current prices, million euro","Cyprus","2005","Gross domestic product at market prices","15.039,3"
"Current prices, million euro","Cyprus","2006","Gross domestic product at market prices","16.263,8"
"Current prices, million euro","Cyprus","2007","Gross domestic product at market prices","17.591,0"
"Current prices, million euro","Cyprus","2008","Gross domestic product at market prices","19.009,6"
"Current prices, million euro","Cyprus","2009","Gross domestic product at market prices","18.675,5"
"Current prices, million euro","Cyprus","2010","Gross domestic product at market prices","19.410,0"
"Current prices, million euro","Cyprus","2011","Gross domestic product at market prices","19.803,0"
"Current prices, million euro","Cyprus","2012","Gross domestic product at market prices","19.440,8"
"Current prices, million euro","Cyprus","2013","Gross domestic product at market prices","17.995,0"
"Current prices, million euro","Cyprus","2014","Gross domestic product at market prices","17.408,5"
"Current prices, million euro","Cyprus","2015","Gross domestic product at market prices","17.826,9"
"Current prices, million euro","Cyprus","2016","Gross domestic product at market prices","18.872,9"
"Current prices, million euro","Cyprus","2017","Gross domestic product at market prices","20.039,7"
"Current prices, million euro","Cyprus","2018","Gross domestic product at market prices","21.137,8"
"Current prices, million euro","Latvia","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Latvia","1994","Gross domestic product at market prices",":"
